_id,year,month,date,time,location,indicator,unit,value,note
99345,2023,February,17-02-2023,00:00,MALAKPET,SO2,ug/m3,9.89,
99346,2023,February,17-02-2023,00:00,MALAKPET,PM2.5,ug/m3,32.24,
99347,2023,February,17-02-2023,00:00,MALAKPET,PM10,ug/m3,95.96,
99348,2023,February,17-02-2023,00:00,MALAKPET,NO,ug/m3,5.18,
99349,2023,February,17-02-2023,00:00,MALAKPET,SR,W/m2,0,
99350,2023,February,17-02-2023,00:00,MALAKPET,RH,%,21.74,
99351,2023,February,17-02-2023,00:00,MALAKPET,Temp,degreC,28.7,
99352,2023,February,17-02-2023,00:00,MALAKPET,WS,m/s,0.08,
99353,2023,February,17-02-2023,00:00,MALAKPET,WD,DEGREE,135.45,
99598,2023,February,17-02-2023,01:00,MALAKPET,SO2,ug/m3,9.92,
99599,2023,February,17-02-2023,01:00,MALAKPET,PM2.5,ug/m3,26.93,
99600,2023,February,17-02-2023,01:00,MALAKPET,PM10,ug/m3,92.8,
99601,2023,February,17-02-2023,01:00,MALAKPET,CO,mg/m3,1.32,
99602,2023,February,17-02-2023,01:00,MALAKPET,NOx,ppb,16.51,
99603,2023,February,17-02-2023,01:00,MALAKPET,NO,ug/m3,5.2,
99604,2023,February,17-02-2023,01:00,MALAKPET,NO2,ug/m3,11.1,
99605,2023,February,17-02-2023,01:00,MALAKPET,WS,m/s,0.07,
99606,2023,February,17-02-2023,01:00,MALAKPET,WD,DEGREE,126.98,
99607,2023,February,17-02-2023,01:00,MALAKPET,Temp,degreC,30.63,
99608,2023,February,17-02-2023,01:00,MALAKPET,SR,W/m2,0,
99609,2023,February,17-02-2023,01:00,MALAKPET,Xylene,ug/m3,4.13,
99610,2023,February,17-02-2023,01:00,MALAKPET,MP-Xylene,ug/m3,3.29,
99611,2023,February,17-02-2023,01:00,MALAKPET,ETHBENZ,ug/m3,0.85,
99612,2023,February,17-02-2023,01:00,MALAKPET,Toluene,ug/m3,1.27,
99613,2023,February,17-02-2023,01:00,MALAKPET,Benzene,ug/m3,1.01,
99614,2023,February,17-02-2023,01:00,MALAKPET,Ozone,ug/m3,11.45,
99615,2023,February,17-02-2023,01:00,MALAKPET,NH3,ug/m3,9.92,
99616,2023,February,17-02-2023,01:00,MALAKPET,RH,%,21.55,
99861,2023,February,17-02-2023,02:00,MALAKPET,WS,m/s,0.08,
99862,2023,February,17-02-2023,02:00,MALAKPET,ETHBENZ,ug/m3,0.84,
99863,2023,February,17-02-2023,02:00,MALAKPET,MP-Xylene,ug/m3,3.21,
99864,2023,February,17-02-2023,02:00,MALAKPET,NH3,ug/m3,9.92,
99865,2023,February,17-02-2023,02:00,MALAKPET,Ozone,ug/m3,11.34,
99866,2023,February,17-02-2023,02:00,MALAKPET,Benzene,ug/m3,1,
99867,2023,February,17-02-2023,02:00,MALAKPET,Toluene,ug/m3,1.25,
99868,2023,February,17-02-2023,02:00,MALAKPET,Xylene,ug/m3,4.13,
99869,2023,February,17-02-2023,02:00,MALAKPET,SO2,ug/m3,9.86,
99870,2023,February,17-02-2023,02:00,MALAKPET,RH,%,24.16,
99871,2023,February,17-02-2023,02:00,MALAKPET,NO,ug/m3,5.16,
99872,2023,February,17-02-2023,02:00,MALAKPET,NOx,ppb,16.29,
99873,2023,February,17-02-2023,02:00,MALAKPET,CO,mg/m3,1.37,
99874,2023,February,17-02-2023,02:00,MALAKPET,WD,DEGREE,137.1,
99875,2023,February,17-02-2023,02:00,MALAKPET,Temp,degreC,31.18,
99876,2023,February,17-02-2023,02:00,MALAKPET,NO2,ug/m3,11.03,
99877,2023,February,17-02-2023,02:00,MALAKPET,SR,W/m2,0,
99878,2023,February,17-02-2023,02:00,MALAKPET,PM10,ug/m3,91.88,
